x0,y0,z0,x1,y1,z1,q0,q1,sigma_q1
0.0,0.0,-1.0,0.1,0.0,-0.6,-3.2000000000000003e-15,-2.8401322230798256e-15,1.754204904919017e-17
0.0,0.0,-1.0,0.1,0.0,-0.4,-3.2000000000000003e-15,-2.92229986873403e-15,1.7818064322480377e-17
0.0,0.0,-1.0,0.1,0.0,-0.2,-3.2000000000000003e-15,-2.988480500547447e-15,1.6870941636517553e-17
0.0,0.0,-1.0,0.1,0.0,0.0,-3.2000000000000003e-15,-3.032572605998996e-15,1.697988620171472e-17
0.0,0.0,-1.0,0.1,0.0,0.5,-3.2000000000000003e-15,-3.072356229694326e-15,1.8251290332379593e-17
0.0,0.0,-1.0,0.1,0.0,1.0,-3.2000000000000003e-15,-3.0805645573569307e-15,1.8491020853422463e-17
0.0,0.0,-1.0,0.2,0.0,-1.5,-3.2000000000000003e-15,-3.120748025733132e-15,1.7217217446827312e-17
0.0,0.0,-1.0,0.2,0.0,-1.4,-3.2000000000000003e-15,-3.126633445292994e-15,1.7634149576582426e-17
0.0,0.0,-1.0,0.2,0.0,-1.3,-3.2000000000000003e-15,-3.1245437451728384e-15,1.6172277196836572e-17
0.0,0.0,-1.0,0.2,0.0,-1.2,-3.2000000000000003e-15,-3.1238403878763263e-15,1.6843464648680477e-17
0.0,0.0,-1.0,0.2,0.0,-1.1,-3.2000000000000003e-15,-3.1087277745459722e-15,1.5560432563770695e-17
0.0,0.0,-1.0,0.2,0.0,-1.05,-3.2000000000000003e-15,-3.1390882286758794e-15,1.736721515473994e-17
0.0,0.0,-1.0,0.2,0.0,-1.02,-3.2000000000000003e-15,-3.089969912414848e-15,1.7070870802444116e-17
0.0,0.0,-1.0,0.2,0.0,-1.0,-3.2000000000000003e-15,-3.0784706976856647e-15,1.8981468699002003e-17
0.0,0.0,-1.0,0.2,0.0,-0.98,-3.2000000000000003e-15,-3.064095666922189e-15,1.835283570413121e-17
0.0,0.0,-1.0,0.2,0.0,-0.96,-3.2000000000000003e-15,-3.0457626707963436e-15,1.7022880342946382e-17
0.0,0.0,-1.0,0.2,0.0,-0.94,-3.2000000000000003e-15,-3.078410886952415e-15,1.658570323636511e-17
0.0,0.0,-1.0,0.2,0.0,-0.92,-3.2000000000000003e-15,-3.0595752347691375e-15,1.855045585606059e-17
0.0,0.0,-1.0,0.2,0.0,-0.9,-3.2000000000000003e-15,-3.023598811414165e-15,1.7450400824953505e-17
0.0,0.0,-1.0,0.2,0.0,-0.8,-3.2000000000000003e-15,-2.9850257925648016e-15,1.759619128402135e-17
0.0,0.0,-1.0,0.2,0.0,-0.6,-3.2000000000000003e-15,-3.0237230771277736e-15,1.7950136153218653e-17
0.0,0.0,-1.0,0.2,0.0,-0.4,-3.2000000000000003e-15,-2.9926243475869673e-15,1.7150916896691484e-17
0.0,0.0,-1.0,0.2,0.0,-0.2,-3.2000000000000003e-15,-3.0371341523409054e-15,1.770605472965378e-17
0.0,0.0,-1.0,0.2,0.0,0.0,-3.2000000000000003e-15,-3.0782589269688338e-15,1.8849535576141204e-17
0.0,0.0,-1.0,0.2,0.0,0.5,-3.2000000000000003e-15,-3.074244807601056e-15,1.8616598691953834e-17
0.0,0.0,-1.0,0.2,0.0,1.0,-3.2000000000000003e-15,-3.1135402090319194e-15,1.8678111173034207e-17
0.0,0.0,-1.0,0.3,0.0,-1.5,-3.2000000000000003e-15,-3.12242950210362e-15,1.7785768855418906e-17
0.0,0.0,-1.0,0.3,0.0,-1.4,-3.2000000000000003e-15,-3.12175689714593e-15,1.806760353996102e-17
0.0,0.0,-1.0,0.3,0.0,-1.3,-3.2000000000000003e-15,-3.1108714854895266e-15,1.8575081396726627e-17
0.0,0.0,-1.0,0.3,0.0,-1.2,-3.2000000000000003e-15,-3.126999103395069e-15,1.6937590024666775e-17
0.0,0.0,-1.0,0.3,0.0,-1.1,-3.2000000000000003e-15,-3.083629052372303e-15,1.5979817778828066e-17
0.0,0.0,-1.0,0.3,0.0,-1.05,-3.2000000000000003e-15,-3.0935441386783817e-15,1.670121811568319e-17
0.0,0.0,-1.0,0.3,0.0,-1.02,-3.2000000000000003e-15,-3.100186510799864e-15,1.8954387325729672e-17
0.0,0.0,-1.0,0.3,0.0,-1.0,-3.2000000000000003e-15,-3.0711043222336937e-15,1.8244404897866743e-17
0.0,0.0,-1.0,0.3,0.0,-0.98,-3.2000000000000003e-15,-3.1104050371389633e-15,1.876044305557144e-17
0.0,0.0,-1.0,0.3,0.0,-0.96,-3.2000000000000003e-15,-3.091175281293711e-15,1.8685832229802364e-17
0.0,0.0,-1.0,0.3,0.0,-0.94,-3.2000000000000003e-15,-3.081377969588957e-15,1.7260735920946536e-17
0.0,0.0,-1.0,0.3,0.0,-0.92,-3.2000000000000003e-15,-3.0638043971889066e-15,1.9531839958925718e-17
0.0,0.0,-1.0,0.3,0.0,-0.9,-3.2000000000000003e-15,-3.050248623255125e-15,1.7676531684498067e-17
0.0,0.0,-1.0,0.3,0.0,-0.8,-3.2000000000000003e-15,-3.0597475579549492e-15,1.7919485538136304e-17
0.0,0.0,-1.0,0.3,0.0,-0.6,-3.2000000000000003e-15,-3.0612478606505158e-15,2.038818587608052e-17
0.0,0.0,-1.0,0.3,0.0,-0.4,-3.2000000000000003e-15,-3.0917543386989126e-15,1.835987519354054e-17
0.0,0.0,-1.0,0.3,0.0,-0.2,-3.2000000000000003e-15,-3.053583448923537e-15,1.8616007837345906e-17
0.0,0.0,-1.0,0.3,0.0,0.0,-3.2000000000000003e-15,-3.0729489153359855e-15,1.757904457298894e-17
0.0,0.0,-1.0,0.3,0.0,0.5,-3.2000000000000003e-15,-3.0861519523927697e-15,1.7432703568128125e-17
0.0,0.0,-1.0,0.3,0.0,1.0,-3.2000000000000003e-15,-3.1086029244881187e-15,1.7644386353503553e-17
0.0,0.0,-1.0,0.4,0.0,-1.5,-3.2000000000000003e-15,-3.110557029306172e-15,1.830922109649566e-17
0.0,0.0,-1.0,0.4,0.0,-1.4,-3.2000000000000003e-15,-3.127546246361749e-15,1.7504517181620233e-17
0.0,0.0,-1.0,0.4,0.0,-1.3,-3.2000000000000003e-15,-3.1149695807350408e-15,1.7430800044015814e-17
0.0,0.0,-1.0,0.4,0.0,-1.2,-3.2000000000000003e-15,-3.088784900552895e-15,1.933096990203973e-17
0.0,0.0,-1.0,0.4,0.0,-1.1,-3.2000000000000003e-15,-3.081614561567691e-15,1.7188904772074235e-17
0.0,0.0,-1.0,0.4,0.0,-1.05,-3.2000000000000003e-15,-3.1205329980336113e-15,1.8115177198385265e-17
0.0,0.0,-1.0,0.4,0.0,-1.02,-3.2000000000000003e-15,-3.0874909665767245e-15,1.606909634266961e-17
0.0,0.0,-1.0,0.4,0.0,-1.0,-3.2000000000000003e-15,-3.0732752120565653e-15,1.842960393800914e-17
0.0,0.0,-1.0,0.4,0.0,-0.98,-3.2000000000000003e-15,-3.113382219988979e-15,1.8782282801732347e-17
0.0,0.0,-1.0,0.4,0.0,-0.96,-3.2000000000000003e-15,-3.058374714244603e-15,1.91971223023632e-17
0.0,0.0,-1.0,0.4,0.0,-0.94,-3.2000000000000003e-15,-3.0903870705591405e-15,1.771229293668374e-17
0.0,0.0,-1.0,0.4,0.0,-0.92,-3.2000000000000003e-15,-3.115324253341817e-15,1.7107189098829365e-17
0.0,0.0,-1.0,0.4,0.0,-0.9,-3.2000000000000003e-15,-3.100429611214522e-15,1.747313502014227e-17
0.0,0.0,-1.0,0.4,0.0,-0.8,-3.2000000000000003e-15,-3.0816200188939935e-15,1.8396390949054067e-17
0.0,0.0,-1.0,0.4,0.0,-0.6,-3.2000000000000003e-15,-3.068621578038017e-15,1.673826298998264e-17
0.0,0.0,-1.0,0.4,0.0,-0.4,-3.2000000000000003e-15,-3.0709006174151077e-15,1.7677428311555878e-17
0.0,0.0,-1.0,0.4,0.0,-0.2,-3.2000000000000003e-15,-3.091977623205385e-15,1.6748632511642287e-17
0.0,0.0,-1.0,0.4,0.0,0.0,-3.2000000000000003e-15,-3.071106216837636e-15,1.907078405946794e-17
0.0,0.0,-1.0,0.4,0.0,0.5,-3.2000000000000003e-15,-3.096083944160914e-15,1.7613501866879662e-17
0.0,0.0,-1.0,0.4,0.0,1.0,-3.2000000000000003e-15,-3.1085185698711085e-15,2.094375449096284e-17
0.0,0.0,-1.0,0.5,0.0,-1.5,-3.2000000000000003e-15,-3.0916414027380364e-15,1.976610783787447e-17
0.0,0.0,-1.0,0.5,0.0,-1.4,-3.2000000000000003e-15,-3.0960202143538875e-15,1.768636355098275e-17
0.0,0.0,-1.0,0.5,0.0,-1.3,-3.2000000000000003e-15,-3.0760948445779907e-15,1.7511486123176213e-17
0.0,0.0,-1.0,0.5,0.0,-1.2,-3.2000000000000003e-15,-3.0957241865420667e-15,1.6834054085562692e-17
0.0,0.0,-1.0,0.5,0.0,-1.1,-3.2000000000000003e-15,-3.1185737970468876e-15,1.81552653432918e-17
0.0,0.0,-1.0,0.5,0.0,-1.05,-3.2000000000000003e-15,-3.1044012173527527e-15,1.757480716501834e-17
0.0,0.0,-1.0,0.5,0.0,-1.02,-3.2000000000000003e-15,-3.113339394417649e-15,1.741543534921563e-17
0.0,0.0,-1.0,0.5,0.0,-1.0,-3.2000000000000003e-15,-3.122747584165515e-15,1.791751582049002e-17
0.0,0.0,-1.0,0.5,0.0,-0.98,-3.2000000000000003e-15,-3.0965964537291282e-15,1.7722535409556396e-17
0.0,0.0,-1.0,0.5,0.0,-0.96,-3.2000000000000003e-15,-3.0795134959951492e-15,1.8750059757198534e-17
0.0,0.0,-1.0,0.5,0.0,-0.94,-3.2000000000000003e-15,-3.0940966611730986e-15,1.721685615416345e-17
0.0,0.0,-1.0,0.5,0.0,-0.92,-3.2000000000000003e-15,-3.0624329656009083e-15,1.750479098244029e-17
0.0,0.0,-1.0,0.5,0.0,-0.9,-3.2000000000000003e-15,-3.0954406671945376e-15,1.6674943782198984e-17
0.0,0.0,-1.0,0.5,0.0,-0.8,-3.2000000000000003e-15,-3.1158213828416252e-15,1.758239789584715e-17
0.0,0.0,-1.0,0.5,0.0,-0.6,-3.2000000000000003e-15,-3.10363595762242e-15,1.7424961111770253e-17
0.0,0.0,-1.0,0.5,0.0,-0.4,-3.2000000000000003e-15,-3.0452837497355712e-15,1.479293019349009e-17
0.0,0.0,-1.0,0.5,0.0,-0.2,-3.2000000000000003e-15,-3.0902239485332777e-15,1.7623222426989286e-17
0.0,0.0,-1.0,0.5,0.0,0.0,-3.2000000000000003e-15,-3.066292847758435e-15,1.734949867149614e-17
0.0,0.0,-1.0,0.5,0.0,0.5,-3.2000000000000003e-15,-3.0869283868111936e-15,1.9290688709982107e-17
0.0,0.0,-1.0,0.5,0.0,1.0,-3.2000000000000003e-15,-3.0825415595722515e-15,1.737670211322441e-17
0.0,0.0,-1.0,0.0,0.0,-1.5,-3.1000000000000003e-15,-3.091891635299311e-15,1.6906467436794376e-17
0.0,0.0,-1.0,0.0,0.0,-1.4,-3.1000000000000003e-15,-3.070975520836308e-15,1.8663299965201655e-17
0.0,0.0,-1.0,0.0,0.0,-1.3,-3.1000000000000003e-15,-3.123821925818641e-15,1.74666179146505e-17
0.0,0.0,-1.0,0.0,0.0,-1.2,-3.1000000000000003e-15,-3.1510886165565152e-15,1.7376537725213116e-17
0.0,0.0,-1.0,0.0,0.0,-1.1,-3.1000000000000003e-15,-3.414522002517061e-15,1.6681782396696363e-17
0.0,0.0,-1.0,0.0,0.0,-1.05,-3.1000000000000003e-15,-3.4626590033591712e-15,1.918210501494616e-17
0.0,0.0,-1.0,0.0,0.0,-1.02,-3.1000000000000003e-15,-3.2116785362152292e-15,1.715448148975832e-17
0.0,0.0,-1.0,0.0,0.0,-0.98,-3.1000000000000003e-15,-2.531909663418239e-15,1.7652863201772627e-17
0.0,0.0,-1.0,0.0,0.0,-0.96,-3.1000000000000003e-15,-2.3672459673241585e-15,1.9812590737858337e-17
0.0,0.0,-1.0,0.0,0.0,-0.94,-3.1000000000000003e-15,-2.309023750066626e-15,1.917259656800916e-17
0.0,0.0,-1.0,0.0,0.0,-0.92,-3.1000000000000003e-15,-2.2972570224279604e-15,1.8081311138215033e-17
0.0,0.0,-1.0,0.0,0.0,-0.9,-3.1000000000000003e-15,-2.303346896675057e-15,1.832096854957551e-17
0.0,0.0,-1.0,0.0,0.0,-0.8,-3.1000000000000003e-15,-2.488519266208374e-15,1.7630517600781974e-17
0.0,0.0,-1.0,0.0,0.0,-0.6,-3.1000000000000003e-15,-2.7156141765351636e-15,1.6830842752765206e-17
0.0,0.0,-1.0,0.0,0.0,-0.4,-3.1000000000000003e-15,-2.8324580690713216e-15,1.5383608323697533e-17
0.0,0.0,-1.0,0.0,0.0,-0.2,-3.1000000000000003e-15,-2.940964215381736e-15,1.766628698013628e-17
0.0,0.0,-1.0,0.0,0.0,0.0,-3.1000000000000003e-15,-3.0042247823847404e-15,1.8661252141988843e-17
0.0,0.0,-1.0,0.0,0.0,0.5,-3.1000000000000003e-15,-3.0606334155408012e-15,1.7497355470376048e-17
0.0,0.0,-1.0,0.0,0.0,1.0,-3.1000000000000003e-15,-3.0679303551712803e-15,1.8892387733793365e-17
0.0,0.0,-1.0,0.02,0.0,-1.5,-3.1000000000000003e-15,-3.114866974432457e-15,1.7107243035594982e-17
0.0,0.0,-1.0,0.02,0.0,-1.4,-3.1000000000000003e-15,-3.1092619487200862e-15,1.7885710125913576e-17
0.0,0.0,-1.0,0.02,0.0,-1.3,-3.1000000000000003e-15,-3.149252083862713e-15,1.8590661637541347e-17
0.0,0.0,-1.0,0.02,0.0,-1.2,-3.1000000000000003e-15,-3.209626427263307e-15,1.7768670019560613e-17
0.0,0.0,-1.0,0.02,0.0,-1.1,-3.1000000000000003e-15,-3.4210446324221284e-15,1.9317470936555134e-17
0.0,0.0,-1.0,0.02,0.0,-1.05,-3.1000000000000003e-15,-3.3933209714275605e-15,1.9276524363367577e-17
0.0,0.0,-1.0,0.02,0.0,-1.02,-3.1000000000000003e-15,-3.135493967186261e-15,1.8248889574791902e-17
0.0,0.0,-1.0,0.02,0.0,-1.0,-3.1000000000000003e-15,-2.877356688985749e-15,1.8052291948419715e-17
0.0,0.0,-1.0,0.02,0.0,-0.98,-3.1000000000000003e-15,-2.5682778244989775e-15,1.8846996399865936e-17
0.0,0.0,-1.0,0.02,0.0,-0.96,-3.1000000000000003e-15,-2.424892898886694e-15,1.647292225027713e-17
0.0,0.0,-1.0,0.02,0.0,-0.94,-3.1000000000000003e-15,-2.3411732647986645e-15,1.780515695394409e-17
0.0,0.0,-1.0,0.02,0.0,-0.92,-3.1000000000000003e-15,-2.3807034159890596e-15,1.8617485217146685e-17
0.0,0.0,-1.0,0.02,0.0,-0.9,-3.1000000000000003e-15,-2.3574852050093674e-15,1.7714333890500048e-17
0.0,0.0,-1.0,0.02,0.0,-0.8,-3.1000000000000003e-15,-2.52622432657189e-15,1.636212568852998e-17
0.0,0.0,-1.0,0.02,0.0,-0.6,-3.1000000000000003e-15,-2.754869291678898e-15,1.628054749088087e-17
0.0,0.0,-1.0,0.02,0.0,-0.4,-3.1000000000000003e-15,-2.8362338640606552e-15,1.9434536125996485e-17
0.0,0.0,-1.0,0.02,0.0,-0.2,-3.1000000000000003e-15,-2.9273104829093787e-15,1.8883044748185124e-17
0.0,0.0,-1.0,0.02,0.0,0.0,-3.1000000000000003e-15,-2.9596058839973147e-15,1.7455065464898022e-17
0.0,0.0,-1.0,0.02,0.0,0.5,-3.1000000000000003e-15,-3.021489209359829e-15,1.6191716496694992e-17
0.0,0.0,-1.0,0.02,0.0,1.0,-3.1000000000000003e-15,-3.0803469539322107e-15,1.7577705233954396e-17
0.0,0.0,-1.0,0.05,0.0,-1.5,-3.1000000000000003e-15,-3.0944013935352065e-15,1.7884829753647407e-17
0.0,0.0,-1.0,0.05,0.0,-1.4,-3.1000000000000003e-15,-3.101776692850001e-15,1.754798723208596e-17
0.0,0.0,-1.0,0.05,0.0,-1.3,-3.1000000000000003e-15,-3.1661939809841536e-15,1.9173502105903072e-17
0.0,0.0,-1.0,0.05,0.0,-1.2,-3.1000000000000003e-15,-3.1356976042908453e-15,1.8398743693541726e-17
0.0,0.0,-1.0,0.05,0.0,-1.1,-3.1000000000000003e-15,-3.3745813654876196e-15,1.916981265749622e-17
0.0,0.0,-1.0,0.05,0.0,-1.05,-3.1000000000000003e-15,-3.3473593230648498e-15,1.7184664749857046e-17
0.0,0.0,-1.0,0.05,0.0,-1.02,-3.1000000000000003e-15,-3.123452582450817e-15,1.7750076457514955e-17
0.0,0.0,-1.0,0.05,0.0,-1.0,-3.1000000000000003e-15,-2.879588087657695e-15,1.727006542846157e-17
0.0,0.0,-1.0,0.05,0.0,-0.98,-3.1000000000000003e-15,-2.6526766869103053e-15,1.809350096615394e-17
0.0,0.0,-1.0,0.05,0.0,-0.96,-3.1000000000000003e-15,-2.549075250664722e-15,1.6236101957085497e-17
0.0,0.0,-1.0,0.05,0.0,-0.94,-3.1000000000000003e-15,-2.4627962468213946e-15,1.717747735932432e-17
0.0,0.0,-1.0,0.05,0.0,-0.92,-3.1000000000000003e-15,-2.4406823077353527e-15,1.6334796661794222e-17
0.0,0.0,-1.0,0.05,0.0,-0.9,-3.1000000000000003e-15,-2.482854569752989e-15,1.655574902717294e-17
0.0,0.0,-1.0,0.05,0.0,-0.8,-3.1000000000000003e-15,-2.6034355090931562e-15,1.685461537151524e-17
0.0,0.0,-1.0,0.05,0.0,-0.6,-3.1000000000000003e-15,-2.7819046584477553e-15,1.8376349856133967e-17
0.0,0.0,-1.0,0.05,0.0,-0.4,-3.1000000000000003e-15,-2.889852815792822e-15,1.6714284536304475e-17
0.0,0.0,-1.0,0.05,0.0,-0.2,-3.1000000000000003e-15,-2.9786011142704016e-15,1.6458643328094974e-17
0.0,0.0,-1.0,0.05,0.0,0.0,-3.1000000000000003e-15,-3.008114257339584e-15,1.8559565333896127e-17
0.0,0.0,-1.0,0.05,0.0,0.5,-3.1000000000000003e-15,-3.0174420158889733e-15,1.8432766273692666e-17
0.0,0.0,-1.0,0.05,0.0,1.0,-3.1000000000000003e-15,-3.007621190790845e-15,1.728229363410576e-17
0.0,0.0,-1.0,0.1,0.0,-1.5,-3.1000000000000003e-15,-3.1090662785511963e-15,1.740127554710288e-17
0.0,0.0,-1.0,0.1,0.0,-1.4,-3.1000000000000003e-15,-3.126820696280321e-15,1.8387425300519554e-17
0.0,0.0,-1.0,0.1,0.0,-1.3,-3.1000000000000003e-15,-3.1335057526045772e-15,1.712145833769889e-17
0.0,0.0,-1.0,0.1,0.0,-1.2,-3.1000000000000003e-15,-3.161851879320962e-15,1.7777371482401253e-17
0.0,0.0,-1.0,0.1,0.0,-1.1,-3.1000000000000003e-15,-3.2265114198528528e-15,1.8237375557590982e-17
0.0,0.0,-1.0,0.1,0.0,-1.05,-3.1000000000000003e-15,-3.1823402399358935e-15,1.7915995989666447e-17
0.0,0.0,-1.0,0.1,0.0,-1.02,-3.1000000000000003e-15,-3.1504650783949507e-15,1.8910885458633737e-17
0.0,0.0,-1.0,0.1,0.0,-1.0,-3.1000000000000003e-15,-3.014673645081354e-15,1.8734521742904595e-17
0.0,0.0,-1.0,0.1,0.0,-0.98,-3.1000000000000003e-15,-2.892906875160632e-15,1.8360463269977175e-17
0.0,0.0,-1.0,0.1,0.0,-0.96,-3.1000000000000003e-15,-2.833953761310169e-15,1.6926737693247682e-17
0.0,0.0,-1.0,0.1,0.0,-0.94,-3.1000000000000003e-15,-2.771662239038803e-15,1.773947126358753e-17
0.0,0.0,-1.0,0.1,0.0,-0.92,-3.1000000000000003e-15,-2.740908183871589e-15,1.813602727130628e-17
0.0,0.0,-1.0,0.1,0.0,-0.9,-3.1000000000000003e-15,-2.7452050174728024e-15,1.7572969838351233e-17
0.0,0.0,-1.0,0.1,0.0,-0.8,-3.1000000000000003e-15,-2.7517406022524593e-15,1.7272209946873183e-17
0.0,0.0,-1.0,0.1,0.0,-0.6,-3.1000000000000003e-15,-2.8648009469628955e-15,1.820544959108559e-17
0.0,0.0,-1.0,0.1,0.0,-0.4,-3.1000000000000003e-15,-2.99576627230796e-15,1.9450101454481046e-17
0.0,0.0,-1.0,0.1,0.0,-0.2,-3.1000000000000003e-15,-3.0280978990484275e-15,1.6599059858377128e-17
0.0,0.0,-1.0,0.1,0.0,0.0,-3.1000000000000003e-15,-3.0102237987206798e-15,1.977656429077586e-17
0.0,0.0,-1.0,0.1,0.0,0.5,-3.1000000000000003e-15,-3.0141244764045362e-15,1.7845860421190756e-17
0.0,0.0,-1.0,0.1,0.0,1.0,-3.1000000000000003e-15,-3.065082136077133e-15,1.8402248163664562e-17
0.0,0.0,-1.0,0.2,0.0,-1.5,-3.1000000000000003e-15,-3.0805196571238596e-15,1.7758679584803873e-17
0.0,0.0,-1.0,0.2,0.0,-1.4,-3.1000000000000003e-15,-3.120463055808359e-15,1.535921889441775e-17
0.0,0.0,-1.0,0.2,0.0,-1.3,-3.1000000000000003e-15,-3.1316040279362976e-15,1.6641276194662796e-17
0.0,0.0,-1.0,0.2,0.0,-1.2,-3.1000000000000003e-15,-3.1499498285713412e-15,1.953765496087177e-17
0.0,0.0,-1.0,0.2,0.0,-1.1,-3.1000000000000003e-15,-3.097814420841144e-15,1.9148814758358437e-17
0.0,0.0,-1.0,0.2,0.0,-1.05,-3.1000000000000003e-15,-3.1181822320355452e-15,2.073195616509165e-17
0.0,0.0,-1.0,0.2,0.0,-1.02,-3.1000000000000003e-15,-3.092426374464024e-15,1.8119160733984612e-17
0.0,0.0,-1.0,0.2,0.0,-1.0,-3.1000000000000003e-15,-3.0891138410023814e-15,1.867625738717919e-17
0.0,0.0,-1.0,0.2,0.0,-0.98,-3.1000000000000003e-15,-3.08007073091388e-15,1.7861565820004376e-17
0.0,0.0,-1.0,0.2,0.0,-0.96,-3.1000000000000003e-15,-3.0804112162101703e-15,1.757021215247015e-17
0.0,0.0,-1.0,0.2,0.0,-0.94,-3.1000000000000003e-15,-3.0700796708161563e-15,1.762263484836872e-17
0.0,0.0,-1.0,0.2,0.0,-0.92,-3.1000000000000003e-15,-3.005837403202548e-15,1.782817166959603e-17
0.0,0.0,-1.0,0.2,0.0,-0.9,-3.1000000000000003e-15,-3.056944601611893e-15,1.8122211622384987e-17
0.0,0.0,-1.0,0.2,0.0,-0.8,-3.1000000000000003e-15,-3.0238770093933706e-15,1.9581211082133795e-17
0.0,0.0,-1.0,0.2,0.0,-0.6,-3.1000000000000003e-15,-2.9960104957521357e-15,2.0154083131799605e-17
0.0,0.0,-1.0,0.2,0.0,-0.4,-3.1000000000000003e-15,-3.0348600238788494e-15,1.9814445618307495e-17
0.0,0.0,-1.0,0.2,0.0,-0.2,-3.1000000000000003e-15,-3.0751120422880426e-15,1.8630354834310898e-17
0.0,0.0,-1.0,0.2,0.0,0.0,-3.1000000000000003e-15,-3.084837332140218e-15,1.6938820167961987e-17
0.0,0.0,-1.0,0.2,0.0,0.5,-3.1000000000000003e-15,-3.0970892122249342e-15,1.841936881169811e-17
0.0,0.0,-1.0,0.2,0.0,1.0,-3.1000000000000003e-15,-3.057480279486002e-15,1.6996716473479822e-17
0.0,0.0,-1.0,0.3,0.0,-1.5,-3.1000000000000003e-15,-3.086342080863368e-15,1.7176719154489155e-17
0.0,0.0,-1.0,0.3,0.0,-1.4,-3.1000000000000003e-15,-3.1110401960342792e-15,2.006733055837757e-17
0.0,0.0,-1.0,0.3,0.0,-1.3,-3.1000000000000003e-15,-3.1182967053994255e-15,1.8086059958811916e-17
0.0,0.0,-1.0,0.3,0.0,-1.2,-3.1000000000000003e-15,-3.1459833284023374e-15,1.6898875660065028e-17
0.0,0.0,-1.0,0.3,0.0,-1.1,-3.1000000000000003e-15,-3.0986838055513122e-15,1.8015257347404273e-17
0.0,0.0,-1.0,0.3,0.0,-1.05,-3.1000000000000003e-15,-3.114886474374978e-15,1.9149318019425244e-17
0.0,0.0,-1.0,0.3,0.0,-1.02,-3.1000000000000003e-15,-3.0882604551830667e-15,1.7217071624610273e-17
0.0,0.0,-1.0,0.3,0.0,-1.0,-3.1000000000000003e-15,-3.0925363127658306e-15,1.8037541578698095e-17
0.0,0.0,-1.0,0.3,0.0,-0.98,-3.1000000000000003e-15,-3.100773988031085e-15,1.7926302074333345e-17
0.0,0.0,-1.0,0.3,0.0,-0.96,-3.1000000000000003e-15,-3.0908311988034944e-15,1.8336176302522344e-17
0.0,0.0,-1.0,0.3,0.0,-0.94,-3.1000000000000003e-15,-3.1226952808239886e-15,1.7186066512463478e-17
0.0,0.0,-1.0,0.3,0.0,-0.92,-3.1000000000000003e-15,-3.115506757188843e-15,1.689703156347368e-17
0.0,0.0,-1.0,0.3,0.0,-0.9,-3.1000000000000003e-15,-3.085131750084974e-15,1.8206479234946898e-17
0.0,0.0,-1.0,0.3,0.0,-0.8,-3.1000000000000003e-15,-3.0615603757852088e-15,1.7052670900948516e-17
0.0,0.0,-1.0,0.3,0.0,-0.6,-3.1000000000000003e-15,-3.040140400984958e-15,1.901585409552263e-17
0.0,0.0,-1.0,0.3,0.0,-0.4,-3.1000000000000003e-15,-3.092537474847511e-15,1.686429783581609e-17
0.0,0.0,-1.0,0.3,0.0,-0.2,-3.1000000000000003e-15,-3.1054463565611457e-15,1.7125452772692636e-17
0.0,0.0,-1.0,0.3,0.0,0.0,-3.1000000000000003e-15,-3.077759667270156e-15,1.6160080739728674e-17
0.0,0.0,-1.0,0.3,0.0,0.5,-3.1000000000000003e-15,-3.085409715480692e-15,1.689270745429792e-17
0.0,0.0,-1.0,0.3,0.0,1.0,-3.1000000000000003e-15,-3.0898283734546383e-15,1.6593805989294263e-17
0.0,0.0,-1.0,0.4,0.0,-1.5,-3.1000000000000003e-15,-3.071574424763201e-15,1.759166618744908e-17
0.0,0.0,-1.0,0.4,0.0,-1.4,-3.1000000000000003e-15,-3.1143055604060393e-15,1.9252965643235898e-17
0.0,0.0,-1.0,0.4,0.0,-1.3,-3.1000000000000003e-15,-3.1126704708846172e-15,1.8472750369886348e-17
0.0,0.0,-1.0,0.4,0.0,-1.2,-3.1000000000000003e-15,-3.1095940866070585e-15,2.0008349147783702e-17
0.0,0.0,-1.0,0.4,0.0,-1.1,-3.1000000000000003e-15,-3.0933273798067305e-15,1.877985394175318e-17
0.0,0.0,-1.0,0.4,0.0,-1.05,-3.1000000000000003e-15,-3.0655968259567026e-15,1.9210705227521824e-17
0.0,0.0,-1.0,0.4,0.0,-1.02,-3.1000000000000003e-15,-3.0845626825941352e-15,1.8625547445057567e-17
0.0,0.0,-1.0,0.4,0.0,-1.0,-3.1000000000000003e-15,-3.081683620440314e-15,1.7601129727178667e-17
0.0,0.0,-1.0,0.4,0.0,-0.98,-3.1000000000000003e-15,-3.061118263705976e-15,1.809154789749471e-17
0.0,0.0,-1.0,0.4,0.0,-0.96,-3.1000000000000003e-15,-3.0928888238958155e-15,1.604125630511316e-17
0.0,0.0,-1.0,0.4,0.0,-0.94,-3.1000000000000003e-15,-3.0785530485076157e-15,1.804396517192847e-17
0.0,0.0,-1.0,0.4,0.0,-0.92,-3.1000000000000003e-15,-3.0892641708725855e-15,1.9124686502022004e-17
0.0,0.0,-1.0,0.4,0.0,-0.9,-3.1000000000000003e-15,-3.0917894115191065e-15,1.7796135307370136e-17
0.0,0.0,-1.0,0.4,0.0,-0.8,-3.1000000000000003e-15,-3.0711069091475984e-15,1.795396603210891e-17
0.0,0.0,-1.0,0.4,0.0,-0.6,-3.1000000000000003e-15,-3.11361430321271e-15,1.6365096470122767e-17
0.0,0.0,-1.0,0.4,0.0,-0.4,-3.1000000000000003e-15,-3.0896210228923275e-15,1.7472384073881555e-17
